=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.11.21 17:05:17 =~=~=~=~=~=~=~=~=~=~=~=,,,
X,Y,Z,M
-0.59,0.59,0.98,1.28
0.69,-1.27,0.98,1.75
0.1,0,0.39,0.4
-0.78,-0.69,0.69,1.25
0,-0.39,1.37,1.43
0.88,-0.49,0.88,1.34
-0.2,-0.29,0.39,0.53
0.29,-0.29,0.39,0.57
0.2,-0.2,0.49,0.56
0.1,-0.59,0.39,0.71
0,-0.69,1.27,1.45
0,-0.2,0.78,0.81
0.1,-0.88,1.18,1.47
0.49,-0.29,0,0.57
0.2,-0.69,0.78,1.06
0,-0.49,1.08,1.18
0.29,-0.49,0.69,0.89
0.1,-0.49,0.59,0.77
0.2,0,-0.29,0.35
0,-0.98,0.39,1.06
0,-0.39,0.1,0.4
0,-0.49,1.08,1.18
0.2,-0.88,0.69,1.13
0.2,-0.2,0.78,0.83
0,-0.49,0,0.49
0,-0.2,0.49,0.53
0.2,-0.78,0.59,1
0.2,-0.39,0.98,1.07
0.1,-0.39,0.49,0.63
0.2,-0.49,0.88,1.03
0.1,-0.69,0.49,0.85
0.2,-0.49,0.78,0.94
0.29,-0.59,0.39,0.77
0.2,-0.39,0.69,0.81
0,-0.59,0.78,0.98
0,-0.29,0.69,0.75
0,-0.2,0.49,0.53
0,-0.29,0.78,0.84
0.1,-0.39,0.88,0.97
0.1,-0.69,0.69,0.97
0.1,-0.49,0.78,0.93
0.2,-0.39,0.69,0.81
0.1,-0.59,0.88,1.06
0.29,-0.29,0.59,0.72
0,-0.69,0.88,1.12
0.1,-0.59,0.69,0.91
0,-0.78,0.78,1.11
0,-0.49,0.78,0.92
0,-0.39,0.29,0.49
0.2,-0.29,0.2,0.4
0,-0.2,0.88,0.9
0.1,-0.69,0.69,0.97
0,-0.39,0.78,0.88
0,-0.39,0.39,0.55
0.1,-0.39,0.59,0.71
0,-0.69,0.69,0.97
0.2,-0.29,0.88,0.95
0.1,-0.39,0.69,0.8
0,-0.39,0.69,0.79
0.2,-0.49,0.29,0.6
0.1,-0.69,0.59,0.91
0.1,-0.88,0.69,1.12
0.29,-0.49,0.69,0.89
0,-0.29,0.59,0.66
0.1,-0.39,0.59,0.71
0.2,-0.49,0.49,0.72
0.29,-0.88,0.78,1.22
0,-0.39,0.88,0.96
0.29,-0.59,0.59,0.88
0.1,-0.59,0.69,0.91
0,-0.39,0.78,0.88
0.1,-0.78,0.69,1.05
0,-0.49,0.88,1.01
0.1,-0.39,0.88,0.97
0,-0.49,0.49,0.69
0.1,-0.2,0.39,0.45
0,-0.39,0.69,0.79
0.2,-0.39,0.59,0.73
0,0,0.59,0.59
0.2,-0.29,0.49,0.6
0.1,-0.29,0.59,0.66
0.29,-0.78,0.88,1.22
0.2,-0.49,0.69,0.87
0.39,-0.69,0.69,1.05
0.1,-0.29,0.49,0.58
0.2,0,0.59,0.62
0.2,-0.78,0.29,0.86
0.29,-0.78,0.49,0.97
0.1,-0.2,0.78,0.81
0,-0.49,0.59,0.77
0.1,-0.59,0.69,0.91
0,-0.69,0.78,1.04
0.1,-0.69,0.98,1.2
0.2,-0.29,0.49,0.6
0.1,-0.29,0.69,0.75
0,-0.59,0.78,0.98
0,0,0.88,0.88
0,-0.39,0.78,0.88
0.29,-0.29,0.59,0.72
0.29,-0.59,0.69,0.95
0.2,-0.59,1.08,1.24
0.29,-0.29,0.78,0.89
0.2,-0.29,0.78,0.86
0,-0.59,0.78,0.98
0.2,-0.29,1.47,1.51
0.1,-0.29,0.88,0.93
0.2,-0.49,0.49,0.72
-0.59,0.1,0.49,0.77
0.39,-1.47,1.76,2.33
0.2,-0.98,1.47,1.78
0,-0.49,0.78,0.92
0,0,1.37,1.37
0.29,-0.39,1.27,1.36
0.2,-0.59,1.86,1.96
0,-0.69,1.08,1.28
0,-0.49,1.47,1.55
0.49,-0.88,2.06,2.29
0.39,-0.78,1.96,2.15
0.29,-0.88,2.16,2.35
0.2,-0.69,2.45,2.55
0.1,-0.69,1.76,1.89
0.1,-0.78,1.76,1.93
0.29,-0.49,1.37,1.49
0.2,-0.39,1.37,1.44
0.29,-0.69,1.86,2.01
0.29,-0.69,1.37,1.56
0.2,-0.29,1.86,1.89
0.29,-0.69,1.47,1.65
0.29,-0.69,1.86,2.01
0.29,-0.78,1.67,1.86
0.1,-0.49,1.67,1.74
0.2,-0.78,1.57,1.76
0.29,-0.29,1.18,1.25
0.2,-0.49,1.57,1.65
0.29,-0.59,1.47,1.61
0.29,-0.29,1.37,1.43
0,-0.59,1.47,1.58
0.29,-0.49,1.37,1.49
0.2,-0.59,1.67,1.78
0.29,-0.69,1.57,1.74
0.1,-0.39,1.47,1.52
0,-0.39,1.47,1.52
0.2,-0.29,1.18,1.23
0.29,-0.78,1.57,1.78
0.2,0,1.86,1.87
0.2,-0.2,1.86,1.88
0.2,-0.29,1.67,1.7
0.2,-0.69,1.57,1.72
0,-0.59,1.27,1.4
0.1,-0.59,1.76,1.86
0.1,-0.49,1.27,1.37
0.29,-0.69,1.27,1.48
0.39,-0.49,1.76,1.87
0,-0.39,1.18,1.24
0.29,-0.78,1.27,1.52
0.29,-0.59,1.37,1.52
0.2,-0.49,1.67,1.75
0,-0.69,1.57,1.71
0.29,-0.98,1.67,1.95
0.39,-0.69,1.67,1.84
0.29,-0.88,1.86,2.08
0.29,-0.88,1.37,1.66
0.29,-0.69,1.27,1.48
0.2,-0.69,1.67,1.81
0.39,-0.59,1.47,1.63
0.2,-0.69,1.47,1.63
0.29,-0.88,1.47,1.74
0.39,-0.98,1.27,1.65
0.2,-0.69,1.57,1.72
0.1,-0.88,1.47,1.72
0.29,-0.69,1.18,1.39
0.2,-1.18,1.18,1.67
0.29,-0.78,1.57,1.78
0.29,-0.78,1.08,1.36
0.1,-0.69,1.18,1.36
0,-0.78,1.18,1.41
0.39,-0.78,1.47,1.71
0.49,-0.69,1.18,1.45
0.2,-0.69,0.78,1.06
0.29,-0.78,0.98,1.29
0.2,-0.69,1.08,1.29
0.1,-0.49,0.78,0.93
0.29,-0.78,1.08,1.36
0.1,-0.39,0.59,0.71
0.29,-0.49,0.78,0.97
0,-0.69,0.59,0.9
0.2,-0.49,0.69,0.87
0.1,-0.69,0.59,0.91
0.29,-0.39,0.78,0.92
0.1,-0.49,0.78,0.93
0.2,-0.59,0.69,0.92
0,-0.29,0.78,0.84
0.2,-0.29,0.39,0.53
0.2,-0.78,0.69,1.06
0.2,-0.39,0.59,0.73
0.1,-0.59,0.59,0.84
0.2,-0.59,0.49,0.79
0.2,-0.39,0.88,0.98
0,-0.59,0.78,0.98
0,-0.49,0.59,0.77
0.1,-0.49,0.88,1.01
0.1,-0.69,0.39,0.8
0,-0.49,0.49,0.69
0,-0.59,0.98,1.14
0.29,-0.49,0.69,0.89
0,-0.2,0.59,0.62
0.29,-0.69,0.49,0.89
0.1,-0.2,0.2,0.29
0.1,-0.29,0.69,0.75
0,-0.29,0.69,0.75
0.2,-0.29,0.29,0.46
0.29,-0.49,0.29,0.64
0,-0.29,0.29,0.42
0,-0.2,0,0.2
0.1,-0.59,0.1,0.6
0.29,0,0.29,0.42
0,-0.49,0.59,0.77
0,-0.59,0.29,0.66
0.1,-0.59,0.2,0.63
0,-0.29,0.69,0.75
0.1,-0.49,0.29,0.58
0,-0.29,0.39,0.49
0.1,-0.49,0.49,0.7
0.1,-0.49,0.29,0.58
0,-0.59,0.2,0.62
0,-0.49,0.1,0.5
0,-0.59,0.2,0.62
0,-0.78,0.59,0.98
0,-0.59,0.2,0.62
0,-0.2,0.2,0.28
0,-0.69,0.2,0.71
0.1,-0.59,0.1,0.6
0,-0.49,0.1,0.5
0.1,-0.39,0.29,0.5
0,0,0,0
0,-0.49,0,0.49
0,-0.49,0.2,0.53
0,-0.49,0.29,0.57
0,-0.49,0.29,0.57
-0.39,0,0,0.39
-0.29,-0.69,0.2,0.77
0,-0.29,0,0.29
-0.2,-0.49,0.1,0.54
0.1,-0.49,0.39,0.63
0,-0.39,0.2,0.44
0,-0.39,0.1,0.4
0,-0.39,0.29,0.49
0.1,-0.39,0.29,0.5
-0.29,-0.2,0.1,0.37
0,-0.49,0,0.49
0,-0.39,0,0.39
-0.2,-0.29,0,0.35
0,-0.49,0.29,0.57
-0.29,-0.39,0.1,0.5
0,-0.59,0.1,0.6
-0.39,-0.49,-0.2,0.66
-0.39,-0.39,0,0.55
-0.39,-0.29,0,0.49
0,-0.49,0,0.49
0,-0.39,0,0.39
-0.2,-0.49,-0.2,0.56
0,-0.29,0,0.29
-0.29,-0.49,-0.29,0.64
-0.39,-0.49,0,0.63
-0.2,-0.29,0,0.35
-0.29,-0.2,0,0.35
-0.39,-0.49,0,0.63
-0.39,-0.49,0,0.63
-0.29,-0.39,0,0.49
-0.29,-0.39,0,0.49
-0.39,-0.59,0,0.71
-0.39,-0.2,-0.49,0.66
-0.49,-0.2,0,0.53
-0.49,-0.69,0,0.84
-0.29,-0.49,0,0.57
-0.2,-0.39,0,0.44
-0.2,-0.49,0,0.53
-0.29,-0.29,-0.39,0.57
-0.29,-0.29,0,0.42
-0.49,-0.39,0,0.63
-0.39,-0.59,0,0.71
-0.29,-0.49,0,0.57
-0.49,-0.39,0,0.63
-0.39,-0.2,0,0.44
-0.49,-0.49,0,0.69
-0.39,-0.39,0,0.55
-0.39,-0.39,0,0.55
-0.49,-0.49,-0.29,0.75
-0.2,-0.39,0,0.44
-0.39,-0.49,-0.39,0.74
-0.39,-0.29,0,0.49
-0.39,-0.49,-0.29,0.69
-0.39,-0.29,-0.39,0.63
-0.49,-0.69,0,0.84
-0.59,-0.49,0,0.77
-0.69,-0.49,0,0.84
-0.49,-0.39,0,0.63
-0.39,-0.69,0,0.79
-0.39,-0.29,0,0.49
-0.69,-0.69,0.2,0.99
-0.2,-0.69,0,0.71
-0.59,-0.69,0,0.9
-0.49,-0.69,0,0.84
-0.59,-0.59,-0.29,0.88
-0.39,-0.49,0,0.63
-0.49,0,0,0.49
-0.39,-0.59,0,0.71
-0.59,-0.39,0.2,0.73
-0.49,-0.59,0,0.77
-0.49,-0.59,0,0.77
-0.49,-0.39,0.2,0.66
-0.59,-0.49,0,0.77
-0.49,-0.59,0.2,0.79
-0.49,-0.39,0.2,0.66
-0.59,-0.39,0,0.71
-0.78,-0.69,0,1.04
-0.39,-0.49,0,0.63
-0.39,-0.49,0.39,0.74
-0.59,-0.78,0.2,1
-0.49,-0.59,0.2,0.79
-0.69,-0.49,0,0.84
-0.49,-0.39,0.1,0.63
-0.59,-0.49,0,0.77
-0.39,-0.59,0.2,0.73
-0.78,-0.59,0.2,1
-0.39,-0.69,-0.29,0.84
-0.59,-0.59,0.29,0.88
-0.49,-0.78,0,0.92
-0.59,-0.49,0.29,0.82
-0.39,-0.69,0.49,0.93
-0.78,-0.49,0.2,0.94
-0.69,-0.78,0.1,1.05
-0.39,-0.69,0.1,0.8
-0.78,-0.39,0.1,0.88
-0.88,-0.59,0.1,1.06
-0.59,-0.29,0,0.66
-0.49,-0.29,0.49,0.75
-0.59,-0.49,0,0.77
-0.69,-0.39,0.1,0.8
-0.59,-0.39,0,0.71
-0.69,-0.69,0,0.97
-0.59,-0.39,0,0.71
-0.78,-0.39,0,0.88
-0.78,-0.39,0,0.88
-0.49,-0.29,0,0.57
-0.69,-0.29,0.1,0.75
-0.49,-0.49,0,0.69
-0.59,-0.29,-0.29,0.72
-0.59,-0.39,0,0.71
-0.59,-0.39,0,0.71
-0.69,-0.29,0,0.75
-0.49,-0.2,0,0.53
-0.59,-0.78,0.1,0.98
-0.59,-0.2,-0.29,0.69
-0.49,-0.2,0,0.53
-0.49,-0.39,-0.29,0.69
-0.69,-0.59,0,0.9
-0.59,-0.39,0,0.71
-0.78,-0.39,0,0.88
-0.59,-0.49,-0.39,0.86
-0.59,-0.2,0,0.62
-0.88,-0.49,0,1.01
-0.59,-0.2,0,0.62
-0.39,-0.69,0,0.79
-0.69,-0.49,0,0.84
-0.78,-0.2,0,0.81
-0.49,-0.39,0,0.63
-0.39,-0.29,0,0.49
-0.39,-0.29,-0.39,0.63
-0.78,0,0,0.78
-0.78,-0.49,0,0.92
-0.59,-0.39,-0.39,0.81
-0.69,0,-0.39,0.79
-0.59,-0.49,-0.49,0.91
-0.59,-0.49,-0.49,0.91
-0.59,-0.49,-0.49,0.91
-0.69,-0.29,-0.88,1.16
-0.78,-0.29,-0.88,1.22
-0.69,-0.29,-0.69,1.01
-0.49,-0.29,-0.39,0.69
-0.49,-0.39,-0.39,0.74
-0.59,-0.39,-0.59,0.92
-0.59,-0.2,-0.59,0.85
-0.49,-0.39,-0.29,0.69
-0.59,0,-0.78,0.98
-0.49,-0.59,-0.49,0.91
-0.49,-0.59,-0.59,0.96
-0.49,-0.39,-0.59,0.86
-0.78,-0.39,-0.69,1.11
-0.49,-0.39,0,0.63
-0.49,-0.1,-0.49,0.7
-0.39,-0.39,-0.39,0.68
-0.69,-0.29,-0.59,0.95
-0.69,-0.2,-0.78,1.06
-0.59,-0.29,-0.88,1.1
-0.39,0,-0.78,0.88
-0.49,-0.69,-0.29,0.89
-0.59,-0.39,-0.59,0.92
-0.39,-0.2,-0.29,0.53
-0.49,-0.2,0,0.53
-0.49,-0.29,-0.29,0.64
-0.39,-0.2,-0.49,0.66
-0.78,0,-0.78,1.11
-0.29,-0.2,-0.78,0.86
-0.59,-0.29,-0.78,1.02
-0.39,-0.39,-0.78,0.96
-0.39,-0.39,-0.39,0.68
-0.39,-0.39,0,0.55
-0.39,-0.39,-0.49,0.74
-0.59,-0.29,-0.59,0.88
-0.39,-0.39,-0.49,0.74
-0.39,-0.2,-0.69,0.81
-0.39,-0.2,-0.69,0.81
-0.2,-0.29,-0.78,0.86
-0.39,0,-0.69,0.79
-0.29,-0.29,-0.69,0.8
-0.29,-0.49,0,0.57
-0.2,-0.39,0,0.44
-0.39,-0.49,-0.59,0.86
-0.49,-0.49,-0.69,0.97
-0.29,-0.39,-0.39,0.63
0,-0.49,-0.59,0.77
-0.2,-0.39,-0.78,0.9
-0.29,-0.39,-0.78,0.92
0,-0.39,-0.59,0.71
0,-0.39,-0.39,0.55
-0.2,-0.29,-0.69,0.77
0,-0.59,-0.59,0.83
0,-0.49,-0.59,0.77
0,-0.49,-0.59,0.77
-0.29,-0.29,-0.49,0.64
-0.2,-0.59,-0.88,1.08
0,0,-0.39,0.39
0,-0.49,-0.78,0.92
0,-0.2,-0.59,0.62
0,-0.49,-0.78,0.92
0,-0.29,-0.49,0.57
0,-0.69,-0.59,0.9
0,-0.29,-0.39,0.49
0,-0.59,-0.59,0.83
0.1,-0.49,-0.39,0.63
0,-0.39,-0.69,0.79
0,-0.69,-0.69,0.97
0.29,-0.39,-0.88,1.01
0.2,0,-0.78,0.81
0.49,-0.2,0,0.53
0.1,-0.29,-0.98,1.03
0.1,-0.39,-0.69,0.8
0.2,-0.39,-0.39,0.59
0.1,-0.49,-0.59,0.77
0.2,-0.39,-0.78,0.9
0.29,-0.39,-0.59,0.77
0.29,-0.39,-0.98,1.1
0.29,-0.59,0,0.66
0.49,-0.39,-0.69,0.93
0.49,-0.39,-0.39,0.74
0.49,-0.78,-0.69,1.15
0.39,0,-0.59,0.71
0.2,-0.29,-0.49,0.6
0.59,-0.49,-0.59,0.96
0.2,0,-0.98,1
0.39,-0.59,-0.78,1.06
0.59,-0.49,-0.39,0.86
0.1,-0.2,-0.69,0.72
0.69,-0.2,-0.49,0.87
0.69,-0.2,-0.59,0.92
0.49,-0.39,-0.39,0.74
0.88,-0.49,-0.69,1.22
0.88,-0.2,-0.88,1.26
0.88,-0.39,-0.78,1.24
0.88,0,-0.78,1.18
1.08,-0.49,-0.39,1.25
0.98,0,-0.49,1.1
1.08,-0.39,-0.78,1.39
1.18,-0.49,-0.88,1.55
0.98,-0.2,-0.78,1.27
0.88,0,-0.59,1.06
1.18,-0.39,-0.98,1.58
0.98,-0.39,-1.08,1.51
1.47,-0.39,-0.59,1.63
1.18,-0.59,-0.59,1.44
1.18,-0.69,-0.59,1.48
1.18,-0.59,-0.98,1.64
1.08,-0.49,-0.49,1.28
1.27,0,-0.59,1.4
1.27,-0.49,-0.59,1.49
1.27,-0.49,-0.69,1.53
1.27,-0.39,-0.78,1.55
1.47,-0.49,-0.69,1.69
1.47,-0.29,-0.78,1.69
1.47,-0.29,-0.59,1.61
1.57,-0.39,-0.49,1.69
1.47,-0.29,-0.29,1.53
1.47,0,-0.78,1.67
1.37,-0.39,-0.49,1.51
1.47,-0.69,-0.29,1.65
1.47,-0.2,-0.39,1.53
0.98,29.19,200.54,202.65
-98.55,-72.59,-0.59,122.41
46.14,5.49,7.35,47.04
21.26,11.95,-18.52,30.62
17.34,-30.76,-44.08,56.48
-48,28.61,0.1,55.88
-21.16,-3.13,-2.55,21.54
-12.54,95.13,-29.39,100.35
39.19,33.5,0.29,51.56
6.17,-2.06,-2.45,6.95
-4.51,0.29,-1.57,4.78
-3.92,2.94,-2.16,5.35
1.18,0.98,2.06,2.56
-1.57,6.27,-3.33,7.27
0.29,0,-3.53,3.54
0.88,-0.98,-1.96,2.36
1.86,-1.57,-0.69,2.53
-2.35,0.1,0.2,2.36
1.76,-0.49,0,1.83
0.69,-0.78,-1.18,1.57
0,-0.59,0,0.59
0,-2.25,0,2.25
-1.76,0.1,-0.39,1.81
-0.2,-0.29,-1.27,1.32
-1.57,3.04,-0.78,3.51
0.39,0,0.29,0.49
-1.86,-3.13,-0.98,3.78
-1.18,0.88,0,1.47
0.88,-1.27,-0.88,1.78
-2.55,-1.27,0.49,2.89
3.62,-3.13,-11.07,12.06
1.67,-0.59,-3.72,4.12
-6.47,-2.25,-8.33,10.78
6.86,3.04,-4.51,8.75
0,-0.69,0.1,0.69
0.59,-0.39,0.29,0.77
1.57,-0.69,0.29,1.74
-0.59,-0.59,0.59,1.02
0.29,0,1.76,1.79
0.29,0.39,1.47,1.55
0,-0.49,0.1,0.5
0.39,-2.65,-3.92,4.74
1.96,-1.96,-2.06,3.45
1.18,0,0.78,1.41
0,0,0.2,0.2
5.29,-1.18,29.19,29.69
5.68,4.8,-3.23,8.11
11.66,-3.13,-5.49,13.26
3.04,-2.94,-10.09,10.94
-7.74,8.03,8.91,14.28
1.18,-6.27,2.74,6.94
0.29,-1.08,0.59,1.26
2.45,1.96,1.86,3.65
0.88,-4.02,-2.06,4.6
0,0.2,-1.27,1.29
0.39,0,0.29,0.49
0,-0.78,-3.04,3.14
-2.74,4.31,6.86,8.55
-1.47,2.06,6.76,7.22
5.29,-3.62,-0.39,6.42
-4.41,-1.76,1.47,4.97
0.49,-0.39,3.72,3.78
0,-1.08,0,1.08
0.59,-1.96,1.08,2.31
-0.59,-1.27,0,1.4
1.27,-1.47,0,1.94
0,-0.69,1.86,1.98
0.39,-0.59,0.29,0.77
0.2,-0.39,0.98,1.07
0.88,-0.2,1.27,1.56
-0.29,-0.59,0.69,0.95
0,-0.29,0.49,0.57
0.49,0,0.2,0.53
0,-0.59,0.69,0.9
0,-0.88,0.78,1.18
0,-0.39,0.98,1.06
0.49,-0.39,1.37,1.51
0,-0.39,0,0.39
0,-0.49,0.88,1.01
0,-0.29,0,0.29
-0.29,-0.49,1.18,1.31
0.1,-0.49,1.37,1.46
0,-0.29,0.69,0.75
0.29,-0.29,0,0.42
0.1,-0.39,0.39,0.56
0,-0.49,1.18,1.27
0,0,0.39,0.39
0,-0.39,0.98,1.06
0.29,-0.39,0.2,0.53
0.2,-0.69,0.69,0.99
0,-0.49,0.88,1.01
0.1,0,0.49,0.5
-0.29,-0.69,0.39,0.84
0.1,-0.59,0.49,0.77
0.1,-0.39,0.49,0.63
0.1,-0.78,0.59,0.98
0.2,-0.39,0.98,1.07
0,-0.49,0.78,0.92
-0.2,-0.49,0.78,0.94
0.1,-0.29,0.59,0.66
0,-0.2,0.69,0.71
0.1,-0.59,0.59,0.84
0,0,0.59,0.59
0.29,-0.49,0.49,0.75
0.29,-0.29,0.69,0.8
0.2,-0.59,0,0.62
0.1,-0.69,1.08,1.28
0.2,-0.39,0.78,0.9
0,0,0.69,0.69
0,-0.78,0.49,0.92
0.1,-0.29,0.49,0.58
0.2,-0.88,0.69,1.13
0.2,-0.49,0.49,0.72
0,-0.69,0.78,1.04
0,0.1,1.47,1.47
0.2,-0.59,0.29,0.69
0.1,0,0.29,0.31
0,-0.69,0.59,0.9
0,-0.69,0.59,0.9
0.2,-0.39,0.69,0.81
0,-0.49,0.49,0.69
0,-0.29,0.59,0.66
-0.2,-0.69,0.29,0.77
0.2,-0.69,0.88,1.13
0,-0.39,0.88,0.96
0,-0.29,0.88,0.93
0,-0.78,0.78,1.11
0.29,-0.29,0.49,0.64
0,-0.49,0.39,0.63
0.2,-0.39,0.1,0.45
0.1,-0.49,0.59,0.77
0.29,-0.29,0.59,0.72
0,-0.2,0.69,0.71
0.29,-0.78,0.49,0.97
0.1,-0.39,0.69,0.8
0.2,-0.49,0.59,0.79
0,-0.69,0.78,1.04
0,-0.59,0.78,0.98
0,-0.59,0.78,0.98
0,-0.49,0.69,0.84
0,-0.88,0.88,1.25
0.1,-0.39,0.59,0.71
0,-0.49,0.78,0.92
0.29,-0.49,0.59,0.82
-0.2,-0.29,0.2,0.4
0,0,0.69,0.69
0,-0.59,0.88,1.06
0.1,-0.59,0.49,0.77
0.1,-0.69,0.88,1.12
0.1,0,0.69,0.69
0,-0.29,0.39,0.49
0.2,-0.39,0.69,0.81
0,-0.49,0.88,1.01
0.1,-1.18,0.69,1.36
0,-0.39,0.69,0.79
0.2,-0.29,0.98,1.04
0.29,-0.39,0.78,0.92
0.2,-0.39,0.78,0.9
0.2,-0.59,0.59,0.85
0.1,-0.49,0.39,0.63
-0.39,-0.49,1.67,1.78
0,0.1,0.88,0.89
0.1,-0.59,0.59,0.84
0.1,-1.27,1.27,1.8
0.1,-0.29,1.67,1.69
0.2,-0.2,1.76,1.79
0.49,-0.29,1.08,1.22
0.2,-0.69,1.57,1.72
0.29,-0.49,1.67,1.76
0.49,-0.29,1.76,1.85
0.1,-0.59,1.57,1.68
0,-0.59,1.96,2.05
0.2,-0.2,1.76,1.79
0.69,-0.78,1.67,1.96
0,-0.59,1.57,1.67
0.39,0,1.76,1.81
0.1,-0.49,1.57,1.65
0,-0.29,1.76,1.79
0.1,-0.39,1.08,1.15
0.1,-0.59,1.47,1.59
0.29,-0.59,1.76,1.88
0.1,-0.59,1.86,1.95
0,-0.39,1.37,1.43
0.2,-0.49,1.76,1.84
0,-0.49,1.47,1.55
0.2,-0.78,1.27,1.51
0.1,-0.39,1.86,1.9
0,-0.78,1.96,2.11
0.29,-0.2,1.86,1.89
0.2,0,1.18,1.19
0,-0.39,1.18,1.24
0.29,-0.88,1.27,1.58
0.29,-0.98,1.47,1.79
0,-0.78,1.86,2.02
0,-0.39,1.18,1.24
0,0,1.47,1.47
0.2,-0.29,1.47,1.51
0.2,-0.49,1.37,1.47
0.2,-0.2,1.47,1.5
0.29,-0.29,1.27,1.34
0.1,0,1.67,1.67
0.29,-0.49,1.37,1.49
0.2,-0.59,1.37,1.5
0,-0.78,1.47,1.67
0,-0.59,1.18,1.31
0.39,-0.49,1.18,1.33
0.1,-0.78,1.18,1.42
0.1,-0.59,1.27,1.41
0.29,-0.59,1.67,1.79
0,-0.59,1.57,1.67
0.1,-0.69,1.18,1.36
0,-0.69,1.27,1.45
0.2,-0.59,1.37,1.5
0.2,-0.59,1.18,1.33
0.2,-0.69,1.27,1.46
0.39,-0.59,1.37,1.54
0.1,-0.78,0.98,1.26
0,-0.69,1.18,1.36
0.1,-0.39,1.18,1.24
0.39,-0.49,1.08,1.25
0.29,-0.49,1.37,1.49
0.2,-0.59,0.69,0.92
0.29,-0.69,0.98,1.23
0.2,-0.39,0.78,0.9
0.1,-0.69,0.98,1.2
0,-0.49,0.69,0.84
0.1,-0.49,0.59,0.77
0.1,-0.29,0.98,1.03
0.1,-0.78,0.59,0.98
0,-0.49,0.78,0.92
0.1,-0.69,0.59,0.91
0,-0.29,0.2,0.35
0,-0.39,0.29,0.49
0,-0.49,0.39,0.63
0,-0.49,0.59,0.77
0,-0.49,0.1,0.5
0.2,-0.59,0.59,0.85
0,-0.49,0.1,0.5
0,0,0.2,0.2
0,-0.39,0.29,0.49
0.2,-0.2,0.29,0.4
0,-0.39,0.39,0.55
0,-0.39,0.1,0.4
0,0,0.2,0.2
0.2,-0.2,0.1,0.29
0.2,-0.39,0.49,0.66
0.1,-0.49,0.29,0.58
0,-0.49,0.39,0.63
0,-0.2,0.2,0.28
0.1,-0.39,0.29,0.5
0,-0.69,0.49,0.84
0,-0.29,0.2,0.35
0,-0.29,0.59,0.66
0.1,-0.49,0.1,0.51
0,0,0.1,0.1
0,-0.49,0,0.49
0,-0.49,0,0.49
0,-0.88,0.2,0.9
0,-0.49,0.1,0.5
0,-0.69,0.2,0.71
0,-0.49,0,0.49
0,-0.49,0,0.49
-0.2,0,0.39,0.44
0,-0.59,0,0.59
0,-0.59,0,0.59
0,-0.49,0.1,0.5
0,-0.39,0.39,0.55
0,-0.29,-0.39,0.49
0,-0.39,0,0.39
-0.2,-0.29,-0.39,0.53
0,-0.59,0,0.59
0,-0.39,0,0.39
0,-0.49,-0.2,0.53
-0.2,-0.59,0,0.62
-0.2,-0.29,-0.29,0.46
0,-0.39,0,0.39
0,-0.59,0,0.59
0,0,0,0
0,-0.39,-0.39,0.55
0,-0.49,0,0.49
-0.2,-0.49,-0.29,0.6
-0.2,-0.29,-0.39,0.53
-0.2,-0.59,-0.49,0.79
0,-0.59,0,0.59
-0.2,-0.39,0,0.44
0,-0.29,0,0.29
-0.29,-0.39,0.2,0.53
-0.2,-0.49,0,0.53
-0.49,-0.29,0,0.57
-0.39,-0.2,-0.29,0.53
-0.2,-0.49,0,0.53
-0.39,-0.39,-0.29,0.63
0,-0.2,-0.39,0.44
-0.39,-0.2,-0.39,0.59
-0.29,0,0,0.29
0,-0.59,0,0.59
0,-0.2,-0.2,0.28
-0.29,-0.59,0,0.66
-0.2,-0.49,0,0.53
-0.29,-0.29,0,0.42
-0.2,-0.2,0,0.28
-0.39,-0.39,0,0.55
-0.29,-0.39,-0.29,0.57
-0.2,-0.29,0,0.35
0,-0.59,0,0.59
-0.2,-0.49,-0.39,0.66
-0.2,-0.59,0.1,0.63
-0.29,-0.59,0,0.66
-0.29,-0.78,0,0.84
-0.29,-0.49,-0.29,0.64
-0.39,-0.69,0,0.79
-0.39,-0.49,0,0.63
-0.29,-0.69,0.1,0.75
-0.29,-0.69,0.29,0.8
-0.29,-0.49,0.1,0.58
-0.39,-0.78,0.2,0.9
-0.2,-0.69,0.1,0.72
-0.39,-0.59,0,0.71
-0.2,-0.49,0,0.53
-0.29,-0.29,0.2,0.46
-0.2,-0.49,0.49,0.72
-0.29,-0.69,0.29,0.8
-0.2,-0.49,0,0.53
-0.2,-0.39,0,0.44
-0.29,-0.59,0.39,0.77
-0.2,-0.88,0.1,0.91
-0.29,-0.29,0,0.42
-0.29,-0.69,0.49,0.89
0,-0.49,0.49,0.69
-0.2,-0.69,0.39,0.81
0,-0.39,0.29,0.49
-0.29,-0.29,0.69,0.8
-0.2,-0.59,0.2,0.65
-0.39,-0.59,0.39,0.81
0,-0.59,0,0.59
-0.39,-0.39,0.69,0.88
-0.29,-0.49,0.69,0.89
-0.29,-0.39,0.2,0.53
0,-0.49,0.39,0.63
-0.2,-0.49,0.29,0.6
-0.2,-0.2,0.39,0.48
-0.29,-0.78,0.59,1.02
-0.29,-0.39,0.49,0.69
-0.2,-0.39,0.49,0.66
-0.39,-0.69,0.49,0.93
-0.29,-0.59,0.78,1.02
0,-0.29,0.88,0.93
-0.29,-0.49,0.78,0.97
